,id,name,regr_mse,regr_dt_mse,regr_boost_mse,regr_rf_mse,rs_m70,rs_m50,rs_m30,rs_m10,rs_p10,rs_p30,rs_p50,rs_p70
22,2547,광나루,0.8348734806167946,0.2831935615641747,0.1433337316280377,0.2813543331863927,0.014060674734241748,0.01465428358954888,0.010598472462361973,0.006364271542310527,0.0023979103434321565,-0.0018891442488139945,-0.005415585400630206,-0.00834652746896129
23,2534,광화문,0.7745553024988621,0.09581913535591764,0.08570440874544064,0.09522475495142305,-0.020915190162600426,-0.005234945087088793,0.0011079414915421493,0.0028679290376984216,0.0027746969924368797,0.0015460681413053162,-1.8127153161590477e-05,-0.0022736880768103036
24,2625,광흥창,0.8000390944003815,0.2566779785230646,0.09120089295194671,0.25669422885908244,0.02098105391467234,0.02275749536374334,0.010536179227114256,9.655173803493563e-05,-0.007226306803585067,-0.013361574873609993,-0.01837688302521682,-0.02213533066278266
25,223,교대,0.7045717231259028,0.22919703328063812,0.08313792990377271,0.2292506660243854,0.018957486428503232,0.01710075034364369,0.00847920651471706,-0.0009858996359279383,-0.01054735745414035,-0.019197657814897386,-0.02847635456194787,-0.03714052228916874
26,330,교대,0.7245446595995151,0.21585383950482298,0.08215185030912792,0.2152797540100953,0.01919598595130403,0.019204025299291393,0.00994497916531083,0.000830366573859562,-0.007505168743727439,-0.014087648432502604,-0.02178311541052586,-0.02899692428152071
27,232,구로디지털단지,0.8784263291271164,0.23298310467433545,0.08805814661198483,0.23300128489143163,-0.003390966991826911,0.0020016323425601796,0.003022102660962108,0.0027344114890950873,0.002498969979567877,0.0022173258294727292,0.0016628121731716602,-1.5857725801630393e-05
28,2616,구산,0.6015570961793382,0.12138090076175093,0.09532844292523114,0.11864814398986191,-0.0007192180076012156,0.0013334955323385633,0.0011780113757262002,-0.0002787503447542209,-0.0006896545155989617,-0.0019132276488630206,-0.003609785457602499,-0.0071459577375359495
29,213,구의,0.5435343979110391,0.21315637965407314,0.07648656852428032,0.2128048627175272,0.0026325641335774755,0.004839391754203931,0.0030593852068934095,-0.00026234431439239224,-0.0036810616227341227,-0.006518153118661829,-0.008373033519439348,-0.01130398808281054
30,310,구파발,0.6234810851020609,0.18415803720641588,0.10795670155544897,0.17634468267774914,-0.0012448469232060246,-0.0005551444533596329,-0.0003297453629586175,-0.002224416451990246,-0.0037895975833092963,-0.006285342635420475,-0.008592918185786532,-0.013606024205203588
31,2545,군자,0.6605496142527799,0.10418733797210815,0.07303624775515877,0.10384782640008725,0.004753418557171463,0.005499098394617641,0.00436347279708831,0.003063732357690754,0.0012654933302167373,0.00038238587845844645,-0.0005094342680496793,-0.0016094777002030375
32,2727,군자,0.6859273193123216,0.12443496493815218,0.08261038379629812,0.12389204547633957,0.02545749768849503,0.016864453958581018,0.010114937156833018,0.0050071690160777204,3.1627261269417004e-05,-0.0030210823792831518,-0.005699905696274694,-0.00860826718295292
33,2551,굽은다리,0.5181133190279906,0.08780939590178195,0.06358191745339949,0.08719004613822309,0.02984101661385766,0.012325322145780554,0.006591838439826107,0.0037938935830523477,0.003396573469244118,0.0035383277987893016,0.004980383075937202,0.007569772545953126
34,324,금호,0.441755554981508,0.1721148681890925,0.060343427221478306,0.15903057842607965,0.011360181718574792,0.011357736000500988,0.00507051694135167,-8.649035707054401e-05,-0.003540238400182347,-0.006093517552756074,-0.009249187390635759,-0.01252612243192521
35,2550,길동,0.630835516038734,0.1422468661425983,0.0743437867344791,0.1127837044886969,0.024284058004060197,0.010871155200710858,0.004563529002882778,5.347877871438052e-06,-0.0018546763497285783,-0.003308803404794104,-0.004170486266353,-0.0046751966838996
36,417,길음,0.5247714848093693,0.14242094245962614,0.09957065460082995,0.14038415248190927,0.010556582664459996,0.011884238528545811,0.0099777889638701,0.005944489359533785,0.0021550820194600486,-0.0020829459693456225,-0.006779226262125528,-0.01029422280767563
37,2513,김포공항,0.6992042918659733,0.17413568228560297,0.07710185218274483,0.1510087078802066,0.04563715995613596,0.020103637678139833,0.005840266992077925,-0.0029810996940078274,-0.009067044466169396,-0.015248661537808952,-0.02488742604923415,-0.034857924745323635
38,2519,까치산,0.4493927435795324,0.1246912375155368,0.04677038355828966,0.08962259559725085,-0.09615744677442775,-0.02953575742757632,-0.005936739627840431,-0.0017149797152317648,-0.0027868350642548264,-0.005029806623452237,-0.007153693708530542,-0.010382821050152782
39,227,낙성대,0.5062323437885751,0.13407255752749092,0.08407897086061482,0.10912388960693563,-0.0023593430097201473,0.008841677327323393,0.01158157147650105,0.010362021698297546,0.008839954368698026,0.007983267682864583,0.007442180233567351,0.006197845183805018
40,2747,남구로,0.9423474006964672,0.22904430491593308,0.070138885577602,0.1825974039428882,-0.012345055969990882,-0.003750693331341047,0.00011860896560418855,0.0006928488790502369,0.0012555227570326232,0.0003706206691091109,-0.0003538372141948652,-0.002476341404653662
41,331,남부터미널,0.8683920434964404,0.3430726582779827,0.08040350624734252,0.29577747616430794,0.014812235628584925,0.013932076860072503,0.007556929087867373,0.0017869104596088493,-0.0032542390905234884,-0.007228971334738883,-0.01233815273255984,-0.01844698817612804
42,2739,남성,0.4953834074303933,0.08919761194647173,0.06931011526016718,0.08714735764418954,0.00985006704245273,0.015920228855744678,0.009117449243550846,0.0035021083937082794,-0.0013726525430326336,-0.004370613383695906,-0.006529188301564014,-0.00859950659572734
43,434,남태령,0.8680335644758463,0.24691318897645065,0.2182729305511819,0.24200347283499288,-0.02064988843186499,0.003944476442202892,0.009444295437557221,0.010469628804438032,0.01010492888872757,0.008363441134832198,0.0054602844204648315,0.003451944803178192
44,2737,내방,0.8344234919575061,0.0792085890410479,0.07002178703851666,0.07991252678740665,0.021006066888918148,0.018768526728318004,0.010021315259897792,0.0026372702770842966,-0.004197911590199767,-0.009007963824071402,-0.014771634504730798,-0.020630048244505816
45,411,노원,0.5154481772786745,0.11425967658856935,0.060747455415334474,0.11339617707385265,0.009153700806685067,0.009983054174434926,0.006280483160002544,0.003136836496098179,0.000724970122359951,-0.0024517266896636855,-0.004523248807871649,-0.007312215946013266
46,2715,노원,0.7297066884642154,0.18573961074177722,0.08069034992932439,0.18541057505501948,-0.004138603393607001,0.007278921712902948,0.007204512492992129,0.004449784973181948,0.000985669707785317,-0.0033092822906203765,-0.008046946143687323,-0.013901018030989238
47,313,녹번,0.48478273867530947,0.1597788598861295,0.06636199944517665,0.15791005488770776,-0.0025822423660278432,0.0007374331611522083,-0.0006826544973210107,-0.002266184745064849,-0.0050164425772634596,-0.006846876845367763,-0.008671949482159049,-0.012087443965976776
48,2630,녹사평,0.7975445428803953,0.33777960601654444,0.14693009146617655,0.3337230029745052,0.01589979258582901,0.007542845931561701,0.0021428131915488154,-0.0003349203163065952,-0.0004490247443126337,0.00022319634501157405,-0.000108144362865796,0.0002606086957467976
49,2734,논현,0.8212827702964682,0.07641329521884534,0.06912001005051226,0.07639997829167712,0.0013846475251103765,0.0038492728897244347,0.002748598376975957,0.0011540724100628217,-0.0011234892683797911,-0.003916572210546903,-0.007893359111762734,-0.010385424368417483
50,2543,답십리,0.7183673652887785,0.22379246164760605,0.09509901521886989,0.1924079665409897,0.00994506334427067,0.012732301976819063,0.007930994446273695,0.00481648774857293,0.00034545129128216764,-0.004066607589710753,-0.009803583385031366,-0.016087972874685583
51,409,당고개,0.40428756686727274,0.1403959240626826,0.07399773210315067,0.1392489292609883,-0.0015027338224844766,0.00515804690806098,0.007140850850128015,0.007420404958990134,0.007469962953106924,0.005551564493612858,0.0028036178392802573,-0.00021481752319616232
52,237,당산,0.8207973751803002,0.18568090339938548,0.08473823587526694,0.1848512852525925,0.0044156131943475455,0.0035696621619984515,-0.0015178184494120562,-0.006279020613328083,-0.00913823844121799,-0.01098465040856536,-0.01245266543084401,-0.012902873435842734
53,233,대림,0.6001605807446414,0.14248819867500173,0.06476419612924023,0.14178773279115459,-0.007995076439109544,-0.005097015502170753,-0.0039053179315910683,-0.0034633660281590544,-0.0034987038393646734,-0.004332500054969955,-0.005908517565559032,-0.007885963506540498
54,2746,대림,0.7697302654755072,0.19644478306945873,0.08737047650925792,0.19630726781824948,-0.010685816461701358,-0.00401418269984799,0.0009244909229435952,0.0030892855427094787,0.0050618622919049,0.005316852191745448,0.00582157669550344,0.0060790735006966525
55,337,대청,0.7020178174813144,0.267030058168708,0.12295757497011685,0.22607872754714592,0.014960456037907695,0.01073285910204835,0.0069167679491953585,0.004256773767335805,0.0022737685637231574,-0.0007830007982299517,-0.0027814304397959545,-0.006569570554019354
56,335,대치,0.7355525963129277,0.2507673135037192,0.14307897059541616,0.25018225912798037,0.0009508121896017021,0.007891281744102311,0.006959651546006052,0.00503887774302737,0.003344205774914201,0.0016520292130947703,-0.0003511869859729651,-0.0017583762658307258
